Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane	Beta strand	Helix	Turn	RefSeq	BioGRID	STRING	Tissue specificity
P38505	reviewed	CABP1_ENTH1	Calcium-binding protein 1 (EhCaBP1)	CaBP1 EHI_120900	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	134		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15252130, ECO:0000269|PubMed:19384409, ECO:0000269|PubMed:23782698}. Cell projection, phagocytic cup {ECO:0000269|PubMed:15252130, ECO:0000269|PubMed:19384409, ECO:0000269|PubMed:23782698}. Cell projection, pseudopodium {ECO:0000269|PubMed:15252130}. Note=During host erythrocyte phagocytosis, co-localizes with F-actin to the phagocytic cup (PubMed:15252130, PubMed:23782698). Leaves the phagocytic cup before the formation of phagosomes (PubMed:23782698). Co-localizes with FAK in the pseudopodium (PubMed:19384409). {ECO:0000269|PubMed:15252130, ECO:0000269|PubMed:19384409, ECO:0000269|PubMed:23782698}.			STRAND 14..16; /evidence="ECO:0007829|PDB:3LI6"; STRAND 50..52; /evidence="ECO:0007829|PDB:2NXQ"; STRAND 87..93; /evidence="ECO:0007829|PDB:1JFJ"; STRAND 119..125; /evidence="ECO:0007829|PDB:1JFJ"	HELIX 3..9; /evidence="ECO:0007829|PDB:2NXQ"; HELIX 19..45; /evidence="ECO:0007829|PDB:2NXQ"; HELIX 55..61; /evidence="ECO:0007829|PDB:2NXQ"; HELIX 71..84; /evidence="ECO:0007829|PDB:1JFJ"; HELIX 94..101; /evidence="ECO:0007829|PDB:1JFJ"; HELIX 107..117; /evidence="ECO:0007829|PDB:1JFJ"; HELIX 126..133; /evidence="ECO:0007829|PDB:1JFJ"	TURN 62..65; /evidence="ECO:0007829|PDB:2NXQ"; TURN 102..104; /evidence="ECO:0007829|PDB:1JFJ"	XP_654345.1;		5759.rna_EHI_120900-1;	
P39013	reviewed	END3_YEAST	Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3)	END3 YNL084C N2307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	349		SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side. Endosome membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton, actin patch. Note=Cytoplasmic and cortical actin patches.						NP_014315.1;	35739;	4932.YNL084C;	
P39722	reviewed	GEM1_YEAST	Mitochondrial Rho GTPase 1 (EC 3.6.5.-) (GTPase EF-hand protein of mitochondria 1)	GEM1 YAL048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	662		SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:15479738, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16823961}; Single-pass type IV membrane protein {ECO:0000269|PubMed:15479738, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16823961}.	TOPO_DOM 1..634; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 656..662; /note="Mitochondrial intermembrane"; /evidence="ECO:0000255"	TRANSMEM 635..655; /note="Helical; Anchor for type IV membrane protein"; /evidence="ECO:0000255"				NP_009351.1;	31779;	4932.YAL048C;	
P40421	reviewed	RDGC_DROME	Serine/threonine-protein phosphatase rdgC (EC 3.1.3.16) (Retinal degeneration C protein)	rdgC CG44746	Drosophila melanogaster (Fruit fly)	661								NP_536738.3;NP_788544.2;NP_788545.3;NP_788546.1;	65488;	7227.FBpp0074602;	TISSUE SPECIFICITY: Expressed in the visual system of the fly, as well as in the mushroom bodies of the central brain. {ECO:0000269|PubMed:1316807}.
P40423	reviewed	SQH_DROME	Myosin regulatory light chain sqh (Myosin regulatory light chain, nonmuscle) (MRLC-C) (Protein spaghetti-squash)	sqh CG3595	Drosophila melanogaster (Fruit fly)	174								NP_001284928.1;NP_001284929.1;NP_001284930.1;NP_001284931.1;NP_511057.1;	58046;	7227.FBpp0070842;	
P41208	reviewed	CETN2_HUMAN	Centrin-2 (Caltractin isoform 1)	CETN2 CALT CEN2	Homo sapiens (Human)	172		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:23591820}. Nucleus envelope {ECO:0000269|PubMed:23591820}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:23591820}. Nucleus {ECO:0000305}.			STRAND 22..24; /evidence="ECO:0007829|PDB:1ZMZ"; STRAND 46..49; /evidence="ECO:0007829|PDB:2OBH"; STRAND 82..85; /evidence="ECO:0007829|PDB:2OBH"; STRAND 115..117; /evidence="ECO:0007829|PDB:2A4J"; STRAND 118..121; /evidence="ECO:0007829|PDB:2OBH"; STRAND 150..152; /evidence="ECO:0007829|PDB:2A4J"; STRAND 153..157; /evidence="ECO:0007829|PDB:2OBH"	HELIX 27..38; /evidence="ECO:0007829|PDB:2OBH"; HELIX 50..52; /evidence="ECO:0007829|PDB:2OBH"; HELIX 53..59; /evidence="ECO:0007829|PDB:2OBH"; HELIX 66..76; /evidence="ECO:0007829|PDB:2OBH"; HELIX 86..113; /evidence="ECO:0007829|PDB:2OBH"; HELIX 123..132; /evidence="ECO:0007829|PDB:2OBH"; HELIX 139..149; /evidence="ECO:0007829|PDB:2OBH"; HELIX 159..166; /evidence="ECO:0007829|PDB:2OBH"	TURN 77..79; /evidence="ECO:0007829|PDB:2OBH"	NP_004335.1;	107496;	9606.ENSP00000359300;	
P41209	reviewed	CETN1_MOUSE	Centrin-1 (Caltractin)	Cetn1 Calt	Mus musculus (Mouse)	172		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cell projection, cilium {ECO:0000269|PubMed:30120214}. Note=Centrosome of interphase and mitotic cells. In the retinal photoreceptor cells, localizes at the connecting cilium, a thin bridge linking the cell body and the light-sensing outer segment (PubMed:30120214). {ECO:0000269|PubMed:30120214}.			STRAND 45..48; /evidence="ECO:0007829|PDB:5D43"; STRAND 118..121; /evidence="ECO:0007829|PDB:5D43"; STRAND 151..158; /evidence="ECO:0007829|PDB:5D43"	HELIX 30..39; /evidence="ECO:0007829|PDB:5D43"; HELIX 50..59; /evidence="ECO:0007829|PDB:5D43"; HELIX 66..76; /evidence="ECO:0007829|PDB:5D43"; HELIX 86..113; /evidence="ECO:0007829|PDB:5D43"; HELIX 123..132; /evidence="ECO:0007829|PDB:5D43"; HELIX 139..149; /evidence="ECO:0007829|PDB:5D43"; HELIX 159..169; /evidence="ECO:0007829|PDB:5D43"	TURN 170..172; /evidence="ECO:0007829|PDB:5D43"	NP_031619.3;		10090.ENSMUSP00000057392;	TISSUE SPECIFICITY: Expressed in testis. Localizes to the caudal portion of spermatozoa in seminiferous tubule and epididymis (PubMed:10486202). Expressed in retina photoreceptor cells (at protein level) (PubMed:30120214). {ECO:0000269|PubMed:10486202, ECO:0000269|PubMed:30120214}.
P42325	reviewed	NCAH_DROME	Neurocalcin homolog (DrosNCa)	Nca CG7641	Drosophila melanogaster (Fruit fly)	190								NP_788543.1;	65453;	7227.FBpp0074671;	TISSUE SPECIFICITY: Expressed in neuronal tissues. High level expression seen in the cortical regions of the central brain and lower levels in the lamina, the first optic lobe of the brain. It is also found in the thoracic ganglia. {ECO:0000269|PubMed:7989365}.
P42566	reviewed	EPS15_HUMAN	Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)	EPS15 AF1P	Homo sapiens (Human)	896		SUBCELLULAR LOCATION: Cytoplasm. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, clathrin-coated pit. Note=Recruited to the plasma membrane upon EGFR activation and localizes to coated pits. Colocalizes with UBQLN1 in ubiquitin-rich cytoplasmic aggregates that are not endocytic compartments and in cytoplasmic juxtanuclear structures called aggresomes. {ECO:0000269|PubMed:16159959}.; SUBCELLULAR LOCATION: [Isoform 2]: Early endosome membrane {ECO:0000269|PubMed:18362181}; Peripheral membrane protein {ECO:0000269|PubMed:18362181}; Cytoplasmic side {ECO:0000269|PubMed:18362181}. Note=Colocalizes with HGS on bilayered clathrin coats on endosomes.			STRAND 142..144; /evidence="ECO:0007829|PDB:1EH2"; STRAND 145..147; /evidence="ECO:0007829|PDB:2JXC"; STRAND 177..179; /evidence="ECO:0007829|PDB:1EH2"; STRAND 240..243; /evidence="ECO:0007829|PDB:1C07"; STRAND 274..278; /evidence="ECO:0007829|PDB:1C07"	HELIX 126..136; /evidence="ECO:0007829|PDB:1EH2"; HELIX 148..156; /evidence="ECO:0007829|PDB:1EH2"; HELIX 162..172; /evidence="ECO:0007829|PDB:1EH2"; HELIX 182..197; /evidence="ECO:0007829|PDB:1EH2"; HELIX 212..214; /evidence="ECO:0007829|PDB:1F8H"; HELIX 223..235; /evidence="ECO:0007829|PDB:1C07"; HELIX 245..253; /evidence="ECO:0007829|PDB:1C07"; HELIX 259..269; /evidence="ECO:0007829|PDB:1C07"; HELIX 282..293; /evidence="ECO:0007829|PDB:1C07"; HELIX 723..726; /evidence="ECO:0007829|PDB:2IV9"	TURN 157..159; /evidence="ECO:0007829|PDB:1EH2"; TURN 207..209; /evidence="ECO:0007829|PDB:1EH2"; TURN 254..256; /evidence="ECO:0007829|PDB:1C07"; TURN 279..281; /evidence="ECO:0007829|PDB:1C07"; TURN 305..307; /evidence="ECO:0007829|PDB:1C07"; TURN 624..627; /evidence="ECO:0007829|PDB:5JP2"; TURN 630..633; /evidence="ECO:0007829|PDB:5JP2"	NP_001153441.1 [P42566-2];NP_001972.1 [P42566-1];	108374;	9606.ENSP00000360798;	TISSUE SPECIFICITY: Ubiquitously expressed.
P42567	reviewed	EPS15_MOUSE	Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)	Eps15	Mus musculus (Mouse)	897		SUBCELLULAR LOCATION: Cytoplasm. Cell membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, clathrin-coated pit. Note=Recruited to the plasma membrane upon EGFR activation and localizes to coated pits. Colocalizes with UBQLN1 in ubiquitin-rich cytoplasmic aggregates that are not endocytic compartments and in cytoplasmic juxtanuclear structures called aggresomes. {ECO:0000250|UniProtKB:P42566}.; SUBCELLULAR LOCATION: [Isoform 2]: Early endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Colocalizes with HGS on bilayered clathrin coats on endosomes. {ECO:0000250}.			STRAND 46..48; /evidence="ECO:0007829|PDB:1QJT"; STRAND 63..67; /evidence="ECO:0007829|PDB:1QJT"	HELIX 9..12; /evidence="ECO:0007829|PDB:1QJT"; HELIX 18..26; /evidence="ECO:0007829|PDB:1QJT"; HELIX 37..44; /evidence="ECO:0007829|PDB:1QJT"; HELIX 50..60; /evidence="ECO:0007829|PDB:1QJT"; HELIX 71..83; /evidence="ECO:0007829|PDB:1QJT"; HELIX 91..93; /evidence="ECO:0007829|PDB:1QJT"	TURN 13..15; /evidence="ECO:0007829|PDB:1QJT"; TURN 84..86; /evidence="ECO:0007829|PDB:1QJT"	NP_001153436.1;NP_031969.1 [P42567-1];	199489;	10090.ENSMUSP00000099790;	
P43080	reviewed	GUC1A_HUMAN	Guanylyl cyclase-activating protein 1 (GCAP 1) (Guanylate cyclase activator 1A)	GUCA1A C6orf131 GCAP GCAP1 GUCA1	Homo sapiens (Human)	201		SUBCELLULAR LOCATION: Membrane; Lipid-anchor {ECO:0000250|UniProtKB:P46065}. Photoreceptor inner segment {ECO:0000269|PubMed:9620085}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:9620085}. Note=Present at higher levels in cone than in rod outer segments (PubMed:9620085). Subcellular location is not affected by light or dark conditions. {ECO:0000269|PubMed:9620085}.						NP_000400.2;NP_001305990.1;NP_001305991.1;XP_011512839.1;XP_011512841.1;	109233;	9606.ENSP00000377784;	TISSUE SPECIFICITY: In the retina, it is expressed in rod and cone photoreceptors. {ECO:0000269|PubMed:9620085}.
P43081	reviewed	GUC1A_MOUSE	Guanylyl cyclase-activating protein 1 (GCAP 1) (Guanylate cyclase activator 1A)	Guca1a Gcap Gcap1 Guca1	Mus musculus (Mouse)	202		SUBCELLULAR LOCATION: Membrane; Lipid-anchor {ECO:0000250|UniProtKB:P46065}. Photoreceptor inner segment {ECO:0000269|PubMed:9620085}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:15961391, ECO:0000269|PubMed:9620085}. Note=Subcellular location is not affected by light or dark conditions.						NP_032215.2;XP_011244598.1;		10090.ENSMUSP00000060027;	TISSUE SPECIFICITY: In the retina, expressed in rod photoreceptors (at protein level) (PubMed:9620085). Expressed in cone photoreceptors (PubMed:9620085). {ECO:0000269|PubMed:15961391, ECO:0000269|PubMed:9620085}.
P43304	reviewed	GPDM_HUMAN	Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3) (mitohondrial glycerophosphate dehydrogenase gene) (mGDH) (mtGPD)	GPD2	Homo sapiens (Human)	727		SUBCELLULAR LOCATION: Mitochondrion.						NP_000399.3 [P43304-1];NP_001076581.2 [P43304-1];XP_005246526.1 [P43304-1];XP_011509279.1 [P43304-1];XP_016859319.1 [P43304-1];	109081;	9606.ENSP00000308610;	
P43368	reviewed	CAN3_PIG	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3) (New calpain 1) (nCL-1)	CAPN3 NCL1	Sus scrofa (Pig)	821		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P20807}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P20807}.						NP_999336.1;		9823.ENSSSCP00000005095;	TISSUE SPECIFICITY: Skeletal muscle.
P46065	reviewed	GUC1A_BOVIN	Guanylyl cyclase-activating protein 1 (GCAP 1) (Guanylate cyclase activator 1A)	GUCA1A GCAP1 GUCA1	Bos taurus (Bovine)	205		SUBCELLULAR LOCATION: Membrane; Lipid-anchor {ECO:0000269|PubMed:7520254}. Photoreceptor inner segment {ECO:0000269|PubMed:9620085}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:9620085}. Note=Subcellular location is not affected by light or dark conditions. {ECO:0000250|UniProtKB:P43081}.			STRAND 31..35; /evidence="ECO:0007829|PDB:2NA0"; STRAND 69..72; /evidence="ECO:0007829|PDB:2NA0"; STRAND 103..105; /evidence="ECO:0007829|PDB:2NA0"; STRAND 124..130; /evidence="ECO:0007829|PDB:2NA0"	HELIX 8..14; /evidence="ECO:0007829|PDB:2NA0"; HELIX 17..28; /evidence="ECO:0007829|PDB:2NA0"; HELIX 36..43; /evidence="ECO:0007829|PDB:2NA0"; HELIX 51..64; /evidence="ECO:0007829|PDB:2NA0"; HELIX 73..83; /evidence="ECO:0007829|PDB:2NA0"; HELIX 88..99; /evidence="ECO:0007829|PDB:2NA0"; HELIX 109..119; /evidence="ECO:0007829|PDB:2NA0"; HELIX 133..143; /evidence="ECO:0007829|PDB:2NA0"; HELIX 144..146; /evidence="ECO:0007829|PDB:2NA0"; HELIX 154..161; /evidence="ECO:0007829|PDB:2NA0"; HELIX 164..173; /evidence="ECO:0007829|PDB:2NA0"; HELIX 179..184; /evidence="ECO:0007829|PDB:2NA0"		NP_776971.1;		9913.ENSBTAP00000017036;	TISSUE SPECIFICITY: Detected in the retina (PubMed:7520254). Detected in rod and cone photoreceptor cells (at protein level) (PubMed:8626484, PubMed:9620085). Also present in certain pinealocytes (PubMed:10821676). {ECO:0000269|PubMed:10821676, ECO:0000269|PubMed:7520254, ECO:0000269|PubMed:8626484, ECO:0000269|PubMed:9620085}.
P47728	reviewed	CALB2_RAT	Calretinin (CR)	Calb2	Rattus norvegicus (Rat)	271								NP_446440.1;		10116.ENSRNOP00000022943;	
P49619	reviewed	DGKG_HUMAN	Diacylglycerol kinase gamma (DAG kinase gamma) (EC 2.7.1.107) (Diglyceride kinase gamma) (DGK-gamma)	DGKG DAGK3	Homo sapiens (Human)	791		SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:8034597}. Cytoplasm, cytosol {ECO:0000269|PubMed:8034597}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P49620}.						NP_001074213.1 [P49619-2];NP_001074214.1 [P49619-3];NP_001337.2 [P49619-1];	107978;	9606.ENSP00000265022;	TISSUE SPECIFICITY: Predominantly expressed in retina and in a much lesser extent in the brain. Other tissues contain extremely low levels of DGK-gamma.
P49620	reviewed	DGKG_RAT	Diacylglycerol kinase gamma (DAG kinase gamma) (EC 2.7.1.107) (88 kDa diacylglycerol kinase) (DGK-III) (Diglyceride kinase gamma) (DGK-gamma)	Dgkg Dagk3	Rattus norvegicus (Rat)	788		SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:7809169}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P49619}. Cytoplasm, cytoskeleton {ECO:0000305|PubMed:7809169}.						NP_037258.1;	247695;	10116.ENSRNOP00000002452;	TISSUE SPECIFICITY: Expressed specifically in brain (PubMed:7809169). Highly expressed in cerebellar Purkinje cells (at protein level) (PubMed:7809169). {ECO:0000269|PubMed:7809169}.
P49621	reviewed	DGKB_RAT	Diacylglycerol kinase beta (DAG kinase beta) (EC 2.7.1.107) (90 kDa diacylglycerol kinase) (Diglyceride kinase beta) (DGK-beta)	Dgkb Dagk2	Rattus norvegicus (Rat)	801		SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000305|PubMed:7689223}; Peripheral membrane protein {ECO:0000305|PubMed:7689223}. Cell membrane {ECO:0000305|PubMed:7689223}; Peripheral membrane protein {ECO:0000305|PubMed:7689223}. Cytoplasm {ECO:0000305|PubMed:7689223}. Note=Translocation to the plasma membrane is induced by phorbol esters. {ECO:0000250|UniProtKB:Q9Y6T7}.						NP_062177.1;	248471;	10116.ENSRNOP00000058842;	TISSUE SPECIFICITY: Highly expressed in brain where it is restricted to neuronal populations such as the caudate-putamen, the accumbens nucleus, and the olfactory tubercle (PubMed:7689223). Less abundantly expressed in adrenal gland, small intestine and heart (PubMed:7689223). {ECO:0000269|PubMed:7689223}.
P50114	reviewed	S100B_MOUSE	Protein S100-B (S-100 protein beta chain) (S-100 protein subunit beta) (S100 calcium-binding protein B)	S100b	Mus musculus (Mouse)	92		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.						NP_033141.1;	203058;	10090.ENSMUSP00000047968;	TISSUE SPECIFICITY: Although predominant among the water-soluble brain proteins, S100 is also found in a variety of other tissues.
P50115	reviewed	S10A8_RAT	Protein S100-A8 (Calgranulin-A) (Migration inhibitory factor-related protein 8) (MRP-8) (p8) (S100 calcium-binding protein A8)	S100a8 Mrp8	Rattus norvegicus (Rat)	89		SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:21487906}. Cytoplasm, cytoskeleton {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Predominantly localized in the cytoplasm. Upon elevation of the intracellular calcium level, translocated from the cytoplasm to the cytoskeleton and the cell membrane. Upon neutrophil activation or endothelial adhesion of monocytes, is secreted via a microtubule-mediated, alternative pathway (By similarity). {ECO:0000250}.						NP_446274.2;XP_006232627.1;		10116.ENSRNOP00000015473;	
P50116	reviewed	S10A9_RAT	Protein S100-A9 (Calgranulin-B) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (Myeloid-related protein 14) (S100 calcium-binding protein A9)	S100a9 Mrp14	Rattus norvegicus (Rat)	113		SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P06702}. Cytoplasm {ECO:0000250|UniProtKB:P06702}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P06702}. Cell membrane {ECO:0000269|PubMed:21487906}; Peripheral membrane protein {ECO:0000269|PubMed:21487906}. Note=Predominantly localized in the cytoplasm. Upon elevation of the intracellular calcium level, translocated from the cytoplasm to the cytoskeleton and the cell membrane. Upon neutrophil activation or endothelial adhesion of monocytes, is secreted via a microtubule-mediated, alternative pathway. {ECO:0000250|UniProtKB:P06702}.						NP_446039.1;		10116.ENSRNOP00000015351;	TISSUE SPECIFICITY: Highly expressed at sites of inflammation. {ECO:0000269|PubMed:15153104, ECO:0000269|PubMed:8343166}.
P50117	reviewed	S10A9_RABIT	Protein S100-A9 (Calgranulin-B) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)	S100A9 MRP14	Oryctolagus cuniculus (Rabbit)	132		SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P06702}. Cytoplasm {ECO:0000250|UniProtKB:P06702}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P06702}. Cell membrane {ECO:0000250|UniProtKB:P06702}; Peripheral membrane protein {ECO:0000250|UniProtKB:P06702}. Note=Predominantly localized in the cytoplasm. Upon elevation of the intracellular calcium level, translocated from the cytoplasm to the cytoskeleton and the cell membrane. Upon neutrophil activation or endothelial adhesion of monocytes, is secreted via a microtubule-mediated, alternative pathway. {ECO:0000250|UniProtKB:P06702}.						NP_001243402.1;XP_017200972.1;		9986.ENSOCUP00000007456;	
P51178	reviewed	PLCD1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-1) (Phospholipase C-III) (PLC-III) (Phospholipase C-delta-1) (PLC-delta-1)	PLCD1	Homo sapiens (Human)	756								NP_001124436.1 [P51178-2];NP_006216.2 [P51178-1];	111349;	9606.ENSP00000430344;	TISSUE SPECIFICITY: Strongly expressed in lung, liver and heart. Also expressed at least in pancreas, kidney, skeletal muscle, placenta and brain. {ECO:0000269|PubMed:7890667}.
P51186	reviewed	CAN3_BOVIN	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3) (New calpain 1) (nCL-1)	CAPN3 NCL1	Bos taurus (Bovine)	822		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P20807}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P20807}.						NP_776685.1;		9913.ENSBTAP00000011677;	TISSUE SPECIFICITY: Skeletal muscle.
P51556	reviewed	DGKA_RAT	Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha)	Dgka Dagk Dagk1	Rattus norvegicus (Rat)	727		SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:22627129}.						NP_542965.1;		10116.ENSRNOP00000038628;	TISSUE SPECIFICITY: Lymphocytes and oligodendroglial cells. {ECO:0000269|PubMed:1339302}.
P51667	reviewed	MLRV_MOUSE	Myosin regulatory light chain 2, ventricular/cardiac muscle isoform (MLC-2) (MLC-2v) (Myosin light chain 2, slow skeletal/ventricular muscle isoform) (MLC-2s/v)	Myl2 Mylpc	Mus musculus (Mouse)	166		SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, A band {ECO:0000250|UniProtKB:P08733}.						NP_034991.3;		10090.ENSMUSP00000014080;	TISSUE SPECIFICITY: Abundantly expressed in both cardiac and slow skeletal muscle (PubMed:1379240). In the adult heart, the phosphorylated form is highly expressed in epicardium and weakly in endocardium (PubMed:22426213). {ECO:0000269|PubMed:1379240, ECO:0000269|PubMed:22426213}.
P51879	reviewed	ONCO_MOUSE	Oncomodulin (OM) (Parvalbumin beta)	Ocm	Mus musculus (Mouse)	109								NP_149028.2;		10090.ENSMUSP00000031622;	TISSUE SPECIFICITY: Found in tumor tissues and not detected in normal tissues.
P53141	reviewed	MLC1_YEAST	Myosin light chain 1 (Calmodulin-like myosin light chain MLC1) (Myosin-2 light chain)	MLC1 YGL106W G3080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	149		SUBCELLULAR LOCATION: Bud neck {ECO:0000269|PubMed:10873803, ECO:0000269|PubMed:11082046}. Bud tip {ECO:0000269|PubMed:10873803, ECO:0000269|PubMed:11082046}. Note=Concentrates to sites of polarized growth, namely to the incipient bud site in G1, to the bud tip during S and G2 phases of the cell cycle and to the bud neck during cytokinesis. {ECO:0000269|PubMed:11082046}.			STRAND 20..23; /evidence="ECO:0007829|PDB:1M45"; STRAND 58..60; /evidence="ECO:0007829|PDB:1M45"; STRAND 95..102; /evidence="ECO:0007829|PDB:1M45"; STRAND 113..115; /evidence="ECO:0007829|PDB:1N2D"; STRAND 135..138; /evidence="ECO:0007829|PDB:1M45"	HELIX 11..14; /evidence="ECO:0007829|PDB:1M45"; HELIX 24..26; /evidence="ECO:0007829|PDB:1M45"; HELIX 27..33; /evidence="ECO:0007829|PDB:1M45"; HELIX 40..48; /evidence="ECO:0007829|PDB:1M45"; HELIX 51..55; /evidence="ECO:0007829|PDB:1N2D"; HELIX 61..70; /evidence="ECO:0007829|PDB:1M45"; HELIX 72..76; /evidence="ECO:0007829|PDB:1M45"; HELIX 77..79; /evidence="ECO:0007829|PDB:1M45"; HELIX 84..91; /evidence="ECO:0007829|PDB:1M45"; HELIX 103..112; /evidence="ECO:0007829|PDB:1M45"; HELIX 119..126; /evidence="ECO:0007829|PDB:1M45"; HELIX 139..147; /evidence="ECO:0007829|PDB:1M45"		NP_011409.1;	33144;	4932.YGL106W;	
